municipality,id,id_new,muni_type,gnis_id,county,outer,rr1,muni_type_numeric,marcellus,utica,population,land_area,density,high_school,unemployment,homeownership,inner,percap_acs,median_household,median_family,opponent,proponent,entrepreneurship,contested_entrepreneurship,entrepreneurship_binary,opponent_binary,proponent_binary,oban,omoratorium,ozoningpreventing,ozoningallowing,oroaduse,operformance,oresolutionopposing,onolease,oidontknow,oother,o_verballorwritten,obefore2008,o2008,o2009,o2010,o2011,o2012,o2013,o2014,o_dontknowyear,o_activitylevel5,o_controversy6,o_knowledge7,o_wellregarded8,o_livework9,o_otherissues10,o_occupation10,ooppositionretired,o_success12,o_binaryog12,oogmunicipalitybased,oogpublic,ooglandownercoalition,o_letteremail13,o_petitiom13,o_publicmtg13,o_officialsmuni13,o_officialsoutside13,o_orggroup13,o_presentation13,o_protest13,idontknow,o_other13,o_verbalwritten13,o_people14,o_officialsmunicipality_14,o_officialsregion14,o_prominentmunicipality14,oprominentregion,o_friendly14,o_wellrespected14,o_informedgovernment14,o_informedfracking14,o_time14,o_money14,pmoratorium,pzoningfacilitating,proaduse,pperformance,presolution,ppermittesting,please,pidontknow,pother,pverbalorwritten,pinaction,pbefore2008,p2008,p2009,p2010,p2011,p2012,p2013,p2014,p_dontknow_16,p_activitylevel17,p_controversy18,p_knowledge19,p_wellregarded20,p_livework21,p_otherissues22,p_occupation23,pretired,p_success24,p_binaryog26,pogmunicipalitybased,pogenergyco,pogpublic,poglandownercoalition,p_letteremail26,p_petition26,p_publicmtg26,p_officialsmuni26,p_officialsoutside26,p_orggroup26,p_presentation26,p_protest26,p_dontknow_26,p_other_26,p_verbalorwritten_26,ppeople,p_officialsmunicipality_27,pofficialsregion,pprominentmunicipality,pprominentregion,pfriendly,pwellrespected,pinformedgovernment,pinformedfracking,ptime,pmoney,view_self28,view_others29,change_others30,view_legislators31,change_legislators32,view_chief33,change_chief34,gender,age,years,education,othercompleted,duplicatemerge,shales,shalelayers,ambiguity_otherviews,ambiguity_changeotherviews,ambiguity_viewlegislators,ambiguity_changelegislators,ambiguity_viewchief,ambiguity_changechief,sum_ambiguity,sum_ambiguity_views,sum_ambiguity_change,nodatami2,agmi2,pasturemi2,forestmi2,urbanmi2,watermi2,o_controversy_split,p_controversy_split,ag_pasture,ag_pasture_forest,view_others_binary,view_legislators_binary,view_chief_binary,positive_comm_change,negative_comm_change,positive_leg_change,negative_leg_change,positive_chief_change,negative_chief_change,community_view_sum,community_trends_positive_sum,community_trends_negative_sum,view_self_binary,county_numeric,o_time14_binary,o_money14_binary,o_informedfracking14_binary,o_informedgovernment14_binary,o_wellrespected14_binary,o_friendly14_binary,o_prominentregion14_binary,o_prominentmunicipality14_binary,o_officialsregion14_binary,o_officialsmunicipality14_binary,p_time27_binary,p_money27_binary,p_informedfracking27_binary,p_informedgovernment27_binary,p_wellrespected27_binary,p_friendly27_binary,p_prominentregion27_binary,p_prominentmunicipality27_binary,p_officialsregion27_binary,p_officialsmunicipality27_binary,o_people14_binary,p_people27_binary,revenue_08,revenue_09,revenue_10,revenue_11,revenue_12,averagerevenues,percapitaaveragerevenue,number_activities,total_proponent_activities,total_opponent_activities,thousands_averagerevenue,percap_thousands,log_revenue,all_orgs,environmental_orgs,obama08,obama12,urbanpct,dem,wells,wells19902007,allproduction0812,one policy ,multi policies,1st ,2nd ,3rd ,4th,5th,6th,7th,number adopted anti,county A,county B,county C,year,policytype,policysubtype,stanceie,Month first anti,Start of year,Day of passage,Day subtract,Landowner Coalition?,Count of all post secondary Institutions,Count of institutions that offer at least a Bachelor's degree,dist_pa,dist_hway,waterwell_count,Matches Ban 0812,Matches Road 0812,Matches Moratoriums 0812,Matches Bans 0307,Matches Road 0307,Matches Moratoriums 0307,Matches Sustainability 0812,Matches Tourism 0812,Matches Sustainability 0307,Local government as involved agencies,,,,
Horseheads,1063,1063,town,979080,Chemung,0,0,town,1,1,19485,35.6,547.2,93.5,0.055,0.648104,0,27625,37444,46827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.052471,5.02195,0.709231,20.075,4.87218,0.614713,,,5.73118,25.8061,,,,0,0,0,0,0,0,,0,0,,Chemung,,,,,,,,,,,,,,,,,,,,,,,3.60E+06,3.30E+06,3.70E+06,3.80E+06,3.90E+06,3.70E+06,187.63,,,,3655.88,27.625,8.20409,1,0,45.4,44.9,0.136859,45.15,5,0,4,,,,,,,,,,,Chemung,Chemung,Chemung,,,,,,,,,1,0,0,17828.12426,1570,121,,1,,,3,,1,,,,,,,
Hounsfield,272,272,town,979081,Jefferson,0,0,town,0,1,3466,48.9,70.9,92,0.071,0.694708,0,30425,42011,47742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,65.2023,20.6379,0.367994,15.9106,2.42063,7.90614,,,21.0059,36.9165,,,,0,0,0,0,0,0,,0,0,,Jefferson,,,,,,,,,,,,,,,,,,,,,,,1.80E+06,1.60E+06,1.80E+06,1.90E+06,1.90E+06,1.80E+06,516.07,,,,1788.68,30.425,7.48923,0,0,49.6,49.1,0.049502,49.35,0,0,0,,,,,,,,,,,Jefferson,Jefferson,Jefferson,,,,,,,,,0,0,0,214389.8418,16600,41,,,,,,,,,,,,,,
Howard,1024,1024,town,979082,Steuben,0,0,town,1,1,1467,60.5,24.2,92.8,0.082,0.883117,0,20349,39141,42353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.066718,21.7846,3.50098,32.6427,2.42549,0.333245,,,25.2856,57.9283,,,,0,0,0,0,0,0,,0,0,,Steuben,,,,,,,,,,,,,,,,,,,,,,,969156,977496,1.00E+06,1.00E+06,1.10E+06,1.00E+06,692.95,,,,1016.56,20.349,6.92418,0,0,27.7,24,0.040091,25.85,28,4,0,1,,1,,,,,,,,Steuben,Steuben,Steuben,2012,3,4,Pro,7,1/1/2012,7/11/2012,192,1,0,0,37193.08467,3620,65,,6,,,3,,,,,,,,,
Hume,829,829,town,979084,Allegany,0,0,town,1,1,2071,37.9,54.7,88.1,0.105,0.748768,0,20547,32128,37366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.009035,14.6596,2.43627,19.4693,1.28607,0.523323,,,17.0959,36.5652,,,,0,0,0,0,0,0,,0,0,,Allegany,,,,,,,,,,,,,,,,,,,,,,,1.20E+06,1.20E+06,1.20E+06,1.20E+06,1.20E+06,1.20E+06,582.55,,,,1206.47,20.547,7.09545,0,0,33.3,31,0.033933,32.15,8,2,3,,,,,,,,,,,Allegany,Allegany,Allegany,,,,,,,,,1,0,0,53522.49621,21700,74,,1,,,4,,,,,,,,,
Humphrey,841,841,town,979085,Cattaraugus,0,0,town,1,1,2168,38.7,56,77.4,0.039,0.857143,0,21871,35313,35795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0,2.77994,0.76066,32.2876,0.626528,0.030232,,,3.5406,35.8282,,,,0,0,0,0,0,0,,0,0,,Cattaraugus,,,,,,,,,,,,,,,,,,,,,,,360209,399200,415149,417984,430275,404563,186.61,,,,404.563,21.871,6.00281,0,0,43.1,37.3,0.016189,40.2,13,1,5,,,,,,,,,,,Cattaraugus,Cattaraugus,Cattaraugus,,,,,,,,,0,0,0,24304.93299,11800,61,,,,,4,,,,,,,,,
Hunter,1362,1362,town,979086,Greene,0,0,town,1,1,2732,90.4,30.2,87.9,0.052,0.682415,0,20515,33382,42200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.028494,0.529925,0.069846,83.7939,1.99947,1.15854,,,0.599771,84.3936,,,,0,0,0,0,0,0,,0,0,,Greene,,,,,,,,,,,,,,,,,,,,,,,1.70E+06,1.90E+06,1.60E+06,1.90E+06,1.60E+06,1.70E+06,634.35,,,,1733.05,20.515,7.45764,0,0,55.1,50.2,0.022118,52.65,0,0,0,,,,,,,,,,,Greene,Greene,Greene,,,,,,,,,0,0,0,85725.59204,16800,162,,3,2,,1,,1,,,,,,,
Huntington,1290,1290,town,979087,Suffolk,0,0,town,0,0,203264,94.1,2159.5,92.9,0.059,0.856502,0,47408,82528,90606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,37.9016,0.09278,0.007297,13.9205,64.3579,1.0595,,,0.100078,14.0206,,,,0,0,0,0,0,0,,0,0,,Suffolk,,,,,,,,,,,,,,,,,,,,,,,1.70E+08,1.70E+08,1.80E+08,1.70E+08,1.70E+08,1.70E+08,846.43,,,,172049,47.408,12.0555,4,0,51.7,48.5,0.683931,50.1,0,0,0,,,,,,,,,,,Suffolk,Suffolk,Suffolk,,,,,,,,,0,0,0,122332.8478,9590,,1,33,6,,32,10,8,,7,,,,,
Hurley,1347,1347,town,979088,Ulster,0,0,town,1,1,6314,29.9,211.1,93.9,0.036,0.839915,0,37857,51055,59487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.272781,1.56267,0.010772,21.2915,3.19171,9.7746,,,1.57344,22.865,,,,0,0,0,0,0,0,,0,0,,Ulster,,,,,,,,,,,,,,,,,,,,,,,3.10E+06,3.10E+06,2.80E+06,2.90E+06,2.90E+06,3.00E+06,471.32,,,,2975.89,37.857,7.9983,0,0,59,57.9,0.106746,58.45,0,0,0,,,,,,,,,,,Ulster,Ulster,Ulster,,,,,,,,,0,0,0,78823.87493,6950,167,1,3,,,7,,,,1,,,,,
Huron,1001,1001,town,979089,Wayne,0,0,town,0,1,2118,39.4,53.8,86.9,0.109,0.833724,0,24949,41389,47656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,3.21395,14.9415,0.822166,17.3211,2.19684,4.5511,,,15.7636,33.0847,,,,0,0,0,0,0,0,,0,0,,Wayne,,,,,,,,,,,,,,,,,,,,,,,1.20E+06,1.30E+06,1.30E+06,1.80E+06,1.80E+06,1.50E+06,696.11,,,,1474.36,24.949,7.29598,0,0,42.5,42,0.055757,42.25,0,0,0,1,,1,,,,,,,1,Wayne,Wayne,Wayne,2012,1,2,Anti,11,1/1/2012,11/19/2012,323,0,0,0,138164.0293,30200,44,,2,3,,2,1,1,,,,,,,
Hyde Park,1383,1383,town,979090,Dutchess,0,0,town,0,1,21571,36.7,588.4,89.5,0.069,0.739075,0,31122,50870,58047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.12614,2.80426,0.21753,25.1966,6.72675,4.72103,,,3.02179,28.2184,,,,0,0,0,0,0,0,,0,0,,Dutchess,,,,,,,,,,,,,,,,,,,,,,,6.80E+06,6.80E+06,7.40E+06,7.60E+06,8.70E+06,7.50E+06,346.32,,,,7470.48,31.122,8.91871,2,0,51,51.2,0.18329,51.1,0,0,0,,,,,,,,,,,Dutchess,Dutchess,Dutchess,,,,,,,,,0,0,0,80779.41947,12100,244,,10,,,20,1,3,2,1,,,,,
Independence,1110,1110,town,979091,Allegany,0,0,town,1,1,1167,34.5,33.8,84.4,0.033,0.806452,0,21466,33438,36050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.007992,10.929,2.49916,19.8644,1.1773,0.021545,,,13.4281,33.2925,,,,0,0,0,0,0,0,,0,0,,Allegany,,,,,,,,,,,,,,,,,,,,,,,678671,716270,706152,735385,758288,718953,616.07,,,,718.953,21.466,6.5778,0,0,32.3,28.3,0.034125,30.3,490,139,99,,,,,,,,,,,Allegany,Allegany,Allegany,,,,,,,,,1,0,0,5816.40739,29000,26,,2,,,1,,,,,,,,,
Indian Lake,602,602,town,979092,Hamilton,0,0,town,0,0,1352,251.8,5.4,89.8,0.05,0.847114,0,25134,32328,39438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.007645,0.385369,0.055599,215.91,4.08164,45.5274,,,0.440967,216.351,,,,0,0,0,0,0,0,,0,0,,Hamilton,,,,,,,,,,,,,,,,,,,,,,,3.30E+06,3.30E+06,3.50E+06,3.50E+06,3.50E+06,3.40E+06,2527.73,,,,3417.49,25.134,8.13666,0,0,43.6,47.4,0.01621,45.5,0,0,0,,,,,,,,,,,Hamilton,Hamilton,Hamilton,,,,,,,,,0,0,0,216140.3872,40300,117,,,,,3,,,,,,,,,
Inlet,184,184,town,979093,Hamilton,0,1,town,0,0,333,62.2,5.4,94.6,0.018,0.780392,0,29973,32574,37361,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,7,5,5,5,2,5,2,2,,,0,0,0,0,0,0,0,0,0,0,0,0.003475,0.104595,0.010772,47.9775,1.18078,17.3242,,,0.115367,48.0929,0,0,2,0,0,0,0,0,0,2,0,0,0,Hamilton,,,,,,,,,,,,,,,,,,,,,,,1.80E+06,1.80E+06,1.90E+06,2.00E+06,2.10E+06,1.90E+06,5693.01,0,,,1895.77,29.973,7.54738,0,0,47.2,41.5,0.018984,44.35,0,0,0,,,,,,,,,,,Hamilton,Hamilton,Hamilton,,,,,,,,,0,0,0,198996.0047,73500,69,,3,,,2,,1,,3,,,,,
Ira,17,17,town,979094,Cayuga,0,1,town,0,1,2206,34.8,63.4,88.2,0.077,0.839494,0,25825,46027,48750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.014942,14.7083,0.917031,13.123,1.06506,4.52817,,,15.6253,28.7484,,,,0,0,0,0,0,0,,0,0,,Cayuga,,,,,,,,,,,,,,,,,,,,,,,859449,855059,947596,912120,963093,907463,411.36,,,,907.463,25.825,6.81065,0,0,42.9,41.2,0.030605,42.05,2,1,0,,,,,,,,,,,Cayuga,Cayuga,Cayuga,,,,,,,,,0,0,0,134993.6088,15700,48,,1,1,,1,,,,1,,,,,
Irondequoit,1007,1007,town,979095,Monroe,0,0,town,0,1,51692,15,3445.9,89,0.064,0.796973,0,28062,45276,55493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.028842,0.32699,0.019112,3.60036,10.4192,1.85561,,,0.346102,3.94647,,,,0,0,0,0,0,0,,0,0,,Monroe,,,,,,,,,,,,,,,,,,,,,,,2.80E+07,2.90E+07,2.90E+07,3.00E+07,3.20E+07,2.90E+07,568.91,,,,29408.2,28.062,10.289,0,0,56.9,58.3,0.694613,57.6,1,0,0,,,,,,,,,,,Monroe,Monroe,Monroe,,,,,,,,,0,0,0,134639.8999,7140,2,,4,,,22,,3,2,2,,,,,
Ischua,1530,1530,town,979096,Cattaraugus,0,0,town,1,1,687,37.1,18.5,83.5,0.168,0.851948,0,21354,34926,38173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.00278,4.07921,1.18286,26.5345,0.949696,0.051776,,,5.26207,31.7966,,,,0,0,0,0,0,0,,0,0,,Cattaraugus,,,,,,,,,,,,,,,,,,,,,,,270898,295061,246596,295091,257198,272969,397.33,,,,272.969,21.354,5.60936,0,0,36.8,37.9,0.025598,37.35,9,0,0,,,,,,,,,,,Cattaraugus,Cattaraugus,Cattaraugus,,,,,,,,,0,0,0,25694.76734,6020,44,,,,,,,,,,,,,,
Islip,1294,1294,town,979097,Suffolk,0,0,town,0,0,335543,104.1,3222.8,85.3,0.079,0.787958,0,31493,65359,70451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,57.3907,0.052124,0.005907,8.21923,83.1055,7.15938,,,0.058031,8.27726,,,,0,0,0,0,0,0,,0,0,,Suffolk,,,,,,,,,,,,,,,,,,,,,,,1.60E+08,1.60E+08,1.70E+08,1.60E+08,1.60E+08,1.60E+08,482.17,,,,161789,31.493,11.9941,1,0,53.4,54.1,0.798324,53.75,0,0,0,,,,,,,,,,,Suffolk,Suffolk,Suffolk,,,,,,,,,0,0,0,143821.9347,10000,,,2,,,2,,4,,4,,,,,
Italy ,949,949,town,979098,Yates,0,1,town,1,1,1141,40.1,28.4,92,0.125,0.888889,0,21669,33750,36250,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,1,2,1,2,3,0,1,0,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,7,4,4,4,2,5,2,2,,,1,2,0,0,0,0,0,0,0,0,0,0.00139,4.13098,1.24993,31.4063,1.22039,2.24098,2,,5.38091,36.7872,2,0,2,0,0,0,0,0,0,4,0,0,2,Yates,1,0,1,1,1,1,0,0,0,1,,,,,,,,,,,1,,823011,853201,788017,810110,820134,818895,717.7,2,,1,818.895,21.669,6.70795,0,0,45.4,44.5,0.030434,44.95,10,10,0,1,,1,,,,,,,1,Yates,Yates,Yates,2012,1,2,Anti,10,1/1/2012,10/8/2012,281,0,0,0,69223.61714,21400,64,,5,2,,2,8,,3,,,,,,
Ithaca,1069,1069,town,979100,Tompkins,0,0,town,1,1,19930,28.9,688.5,95.5,0.059,0.261327,0,16246,45281,68346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.01807,0.295716,0.041352,0.918421,3.93535,0.862823,,,0.337067,1.25549,,,,0,0,0,0,0,0,,0,0,,Tompkins,,,,,,,,,,,,,,,,,,,,,,,1.30E+07,1.40E+07,1.40E+07,1.60E+07,1.60E+07,1.40E+07,480.6,,,,14424.7,16.246,9.5767,2,0,85.6,83.3,0.728768,84.45,0,0,0,,1,1,,,,,,,2,Tompkins,Tompkins,Tompkins,2010,3,4,Anti,6,1/1/2010,6/7/2010,157,1,2,2,48429.04834,33500,46,,20,6,,13,2,4,,1,,,,,
Ithaca,1069,1069,town,979100,Tompkins,0,0,town,1,1,19930,28.9,688.5,95.5,0.059,0.261327,0,16246,45281,68346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.01807,0.295716,0.041352,0.918421,3.93535,0.862823,,,0.337067,1.25549,,,,0,0,0,0,0,0,,0,0,,Tompkins,,,,,,,,,,,,,,,,,,,,,,,1.30E+07,1.40E+07,1.40E+07,1.60E+07,1.60E+07,1.40E+07,480.6,,,,14424.7,16.246,9.5767,2,0,85.6,83.3,0.728768,84.45,0,0,0,,1,,1,,,,,,2,Tompkins,Tompkins,Tompkins,2011,1,9,Anti,7,1/1/2011,7/11/2011,191,1,2,2,48429.04834,33500,46,,20,6,,13,2,4,,1,,,,,
Jackson,614,614,town,979101,Washington,0,0,town,0,0,1800,37.2,48.4,88.9,0.064,0.80654,0,28246,41490,43565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.026757,9.85174,0.948306,23.9099,2.25349,1.77186,,,10.8,34.7099,,,,0,0,0,0,0,0,,0,0,,Washington,,,,,,,,,,,,,,,,,,,,,,,633625,622779,629943,643375,660187,637982,354.43,,,,637.982,28.246,6.45831,0,0,50.2,49.8,0.060578,50,0,0,0,,,,,,,,,,,Washington,Washington,Washington,,,,,,,,,0,0,0,198872.0893,28900,192,,,,,1,,,,,,,,,
Jasper,1073,1073,town,979103,Steuben,0,1,town,1,1,1424,52.6,27,91.2,0.082,0.75,0,17046,33393,35962,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,4,1,4,2,6,2,3,,,1,2,0,0,0,0,0,0,0,0,0,0.003475,18.9637,4.9528,26.6137,2.13951,0.01807,,,23.9165,50.5302,1,1,1,0,0,0,0,0,0,3,0,0,1,Steuben,,,,,,,,,,,,,,,,,,,,,,,537720,580243,509925,553388,606808,557617,391.58,0,,,557.617,17.046,6.32367,0,0,28.3,27.2,0.040675,27.75,46,11,8,1,,1,,,,,,,,Steuben,Steuben,Steuben,2012,3,4,Pro,5,1/1/2012,5/8/2012,128,1,0,0,15687.51297,24800,26,,2,,,1,,2,,,,,,,
Java,1517,1517,town,979104,Wyoming,0,0,town,1,1,2057,47.1,43.6,93.2,0.033,0.914842,0,26390,43708,47120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.005212,18.8546,1.9602,23.7441,1.88584,0.842321,,,20.8148,44.5589,,,,0,0,0,0,0,0,,0,0,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,879710,819347,744001,789698,754832,797518,387.71,,,,797.518,26.39,6.6815,0,0,32.1,30,0.040039,31.05,34,0,4,,,,,,,,,,,Wyoming,Wyoming,Wyoming,,,,,,,,,0,0,0,72471.05975,37200,86,,,,,,,,,,,,,,
Jay,629,629,town,979105,Essex,0,0,town,0,0,2506,67.7,37,88.8,0.081,0.783198,0,32669,35612,39954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.021545,2.50924,0.218572,61.5947,3.05411,2.37163,,,2.72781,64.3225,,,,0,0,0,0,0,0,,0,0,,Essex,,,,,,,,,,,,,,,,,,,,,,,2.20E+06,2.00E+06,2.10E+06,2.10E+06,2.10E+06,2.10E+06,844.37,,,,2116,32.669,7.65728,0,0,59.4,60.4,0.045112,59.9,0,0,0,,,,,,,,,,,Essex,Essex,Essex,,,,,,,,,0,0,0,295973.1732,13400,64,,,2,,1,,,,,,,,,
Jefferson,500,500,town,979106,Schoharie,0,0,town,1,1,1410,43.3,32.6,86.6,0.071,0.859451,0,24839,35000,43269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.00278,5.30029,2.00086,32.5468,1.87263,1.6836,,,7.30115,39.8479,,,,0,0,0,0,0,0,,0,0,,Schoharie,,,,,,,,,,,,,,,,,,,,,,,848217,873685,893119,890851,885652,878305,622.91,,,,878.305,24.839,6.77799,0,0,36.3,33.7,0.043248,35,2,1,0,1,,1,,,,,,,1,Schoharie,Schoharie,Schoharie,2008,1,7,Anti,12,1/1/2008,12/15/2008,349,0,0,0,81692.37862,13900,77,,3,,,,,,,,,,,,
Jerusalem ,882,882,town,979107,Yates,0,1,town,1,1,4469,58.6,76.2,88.2,0.02,0.82889,0,27993,38488,45254,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,2,0,0,0,0,0,0,0,0,0,0.017375,15.7275,3.47457,35.2944,3.36581,7.29108,,,19.2021,54.4965,0,0,0,0,0,0,0,0,0,0,0,0,0,Yates,,,,,,,,,,,,,,,,,,,,,,,3.20E+06,3.30E+06,3.60E+06,3.40E+06,3.40E+06,3.40E+06,754.13,,,,3370.21,27.993,8.12273,0,0,46.5,46.2,0.057437,46.35,13,6,0,,1,,1,,,,,,2,Yates,Yates,Yates,2012,1,9,Anti,2,1/1/2012,2/15/2012,45,0,0,0,67734.09552,30200,200,,10,1,,6,4,2,2,,,,,,
